Player,Team,G,MP,TS%,MPG
Reggie Bullock,NYK,65.0,1949.0,0.606,29.984615384615385
Reggie Jackson,LAC,67.0,1544.0,0.576,23.044776119402986
Reggie Perry,BRK,26.0,211.0,0.466,8.115384615384615
Richaun Holmes,SAC,61.0,1782.0,0.669,29.21311475409836
Ricky Rubio,MIN,68.0,1772.0,0.516,26.058823529411764
Robert Covington,POR,70.0,2243.0,0.553,32.042857142857144
Robert Franks,ORL,7.0,101.0,0.638,14.428571428571429
Robert Williams,BOS,52.0,985.0,0.719,18.942307692307693
Robert Woodard II,SAC,13.0,45.0,0.425,3.4615384615384617
Robin Lopez,WAS,71.0,1354.0,0.661,19.070422535211268
Rodions Kurucs,3TM,21.0,125.0,0.459,5.9523809523809526
Rodney Hood,2TM,55.0,942.0,0.452,17.12727272727273
Rodney McGruder,DET,16.0,194.0,0.619,12.125
Romeo Langford,BOS,18.0,283.0,0.436,15.722222222222221
Rondae Hollis-Jefferson,POR,11.0,107.0,0.539,9.727272727272727
Royce O'Neale,UTA,71.0,2241.0,0.599,31.56338028169014
Rudy Gay,SAS,63.0,1358.0,0.532,21.555555555555557
Rudy Gobert,UTA,71.0,2187.0,0.683,30.802816901408452
Rui Hachimura,WAS,57.0,1797.0,0.549,31.526315789473685
Russell Westbrook,WAS,65.0,2369.0,0.509,36.44615384615385
Ryan Arcidiacono,CHI,44.0,450.0,0.541,10.227272727272727
Saben Lee,DET,48.0,781.0,0.536,16.270833333333332
Saddiq Bey,DET,70.0,1909.0,0.567,27.271428571428572
Sam Merrill,MIL,30.0,233.0,0.603,7.766666666666667
Sean McDermott,MEM,18.0,158.0,0.534,8.777777777777779
Sekou Doumbouya,DET,56.0,869.0,0.459,15.517857142857142
Semi Ojeleye,BOS,56.0,950.0,0.553,16.964285714285715
Serge Ibaka,LAC,41.0,955.0,0.585,23.29268292682927
Seth Curry,PHI,57.0,1638.0,0.607,28.736842105263158
Shai Gilgeous-Alexander,OKC,35.0,1180.0,0.623,33.714285714285715
Shake Milton,PHI,63.0,1461.0,0.549,23.19047619047619
Shaquille Harrison,2TM,34.0,333.0,0.416,9.794117647058824
Sindarius Thornwell,2TM,21.0,217.0,0.414,10.333333333333334
Skylar Mays,ATL,33.0,269.0,0.569,8.151515151515152
Solomon Hill,ATL,71.0,1513.0,0.498,21.309859154929576
Spencer Dinwiddie,BRK,3.0,64.0,0.536,21.333333333333332
Stanley Johnson,TOR,61.0,1006.0,0.519,16.491803278688526
Stephen Curry,GSW,63.0,2152.0,0.655,34.15873015873016
Sterling Brown,HOU,51.0,1229.0,0.597,24.098039215686274
Steven Adams,NOP,58.0,1605.0,0.596,27.67241379310345
Svi Mykhailiuk,2TM,66.0,1324.0,0.529,20.060606060606062
T.J. Leaf,POR,7.0,35.0,0.551,5.0
T.J. McConnell,IND,69.0,1796.0,0.583,26.028985507246375
T.J. Warren,IND,4.0,117.0,0.56,29.25
Tacko Fall,BOS,19.0,136.0,0.66,7.157894736842105
Taj Gibson,NYK,45.0,936.0,0.661,20.8
Talen Horton-Tucker,LAL,65.0,1304.0,0.536,20.06153846153846
Taurean Prince,2TM,41.0,905.0,0.54,22.073170731707318
Terance Mann,LAC,67.0,1263.0,0.603,18.850746268656717
Terence Davis,2TM,61.0,1074.0,0.555,17.60655737704918
Terrance Ferguson,PHI,13.0,49.0,0.143,3.769230769230769
Terrence Ross,ORL,46.0,1347.0,0.53,29.282608695652176
Terry Rozier,CHO,69.0,2383.0,0.575,34.53623188405797
Thaddeus Young,CHI,68.0,1652.0,0.578,24.294117647058822
Thanasis Antetokounmpo,MIL,57.0,551.0,0.523,9.666666666666666
Theo Pinson,NYK,17.0,34.0,0.111,2.0
Thomas Bryant,WAS,10.0,271.0,0.704,27.1
Thon Maker,CLE,8.0,76.0,0.657,9.5
Théo Maledon,OKC,65.0,1778.0,0.489,27.353846153846153
Tim Frazier,MEM,5.0,62.0,0.177,12.4
Tim Hardaway Jr.,DAL,70.0,1985.0,0.589,28.357142857142858
Timothé Luwawu-Cabarrot,BRK,58.0,1050.0,0.493,18.103448275862068
Tobias Harris,PHI,62.0,2014.0,0.597,32.483870967741936
Tomáš Satoranský,CHI,58.0,1307.0,0.614,22.53448275862069
Tony Bradley,2TM,42.0,684.0,0.678,16.285714285714285
Tony Snell,ATL,47.0,992.0,0.708,21.106382978723403
Torrey Craig,2TM,50.0,803.0,0.579,16.06
Trae Young,ATL,63.0,2125.0,0.589,33.73015873015873
Tre Jones,SAS,37.0,269.0,0.544,7.27027027027027
Tremont Waters,BOS,26.0,238.0,0.541,9.153846153846153
Trent Forrest,UTA,30.0,302.0,0.554,10.066666666666666
Trevor Ariza,MIA,30.0,841.0,0.542,28.033333333333335
Trey Burke,DAL,62.0,911.0,0.544,14.693548387096774
Trey Lyles,SAS,23.0,358.0,0.574,15.565217391304348
Tristan Thompson,BOS,54.0,1287.0,0.54,23.833333333333332
Troy Brown Jr.,2TM,34.0,524.0,0.525,15.411764705882353
Ty Jerome,OKC,33.0,788.0,0.585,23.87878787878788
Ty-Shon Alexander,PHO,15.0,47.0,0.349,3.1333333333333333
Tyler Bey,DAL,18.0,71.0,0.372,3.9444444444444446
Tyler Cook,2TM,32.0,438.0,0.659,13.6875
Tyler Herro,MIA,54.0,1635.0,0.543,30.27777777777778
Tyler Johnson,BRK,39.0,684.0,0.546,17.53846153846154
Tyrell Terry,DAL,11.0,56.0,0.318,5.090909090909091
Tyrese Haliburton,SAC,58.0,1746.0,0.585,30.103448275862068
Tyrese Maxey,PHI,61.0,935.0,0.531,15.327868852459016
Tyus Jones,MEM,70.0,1222.0,0.511,17.457142857142856
Udoka Azubuike,UTA,15.0,57.0,0.597,3.8
Udonis Haslem,MIA,1.0,3.0,1.0,3.0
Vernon Carey Jr.,CHO,19.0,115.0,0.563,6.052631578947368
Victor Oladipo,3TM,33.0,1080.0,0.512,32.72727272727273
Vincent Poirier,PHI,10.0,39.0,0.273,3.9
Vlatko Čančar,DEN,41.0,281.0,0.547,6.853658536585366
Wayne Ellington,DET,46.0,1012.0,0.625,22.0
Wendell Carter Jr.,2TM,54.0,1375.0,0.566,25.462962962962962
Wenyen Gabriel,NOP,21.0,241.0,0.533,11.476190476190476
Wes Iwundu,2TM,41.0,539.0,0.428,13.146341463414634
Wesley Matthews,LAL,58.0,1130.0,0.517,19.482758620689655
Will Barton,DEN,56.0,1736.0,0.538,31.0
Will Magnay,NOP,1.0,3.0,0.0,3.0
Willie Cauley-Stein,DAL,53.0,906.0,0.647,17.09433962264151
Willy Hernangómez,NOP,47.0,846.0,0.591,18.0
Xavier Tillman Sr.,MEM,59.0,1085.0,0.605,18.389830508474578
Yogi Ferrell,2TM,10.0,136.0,0.459,13.6
Yuta Watanabe,TOR,50.0,723.0,0.565,14.46
Zach LaVine,CHI,58.0,2034.0,0.634,35.06896551724138
Zeke Nnaji,DEN,42.0,397.0,0.615,9.452380952380953
Zion Williamson,NOP,61.0,2026.0,0.649,33.21311475409836
