Player,Team,G,MP,TS%,MPG
Romeo Langford,BOS,32.0,370.0,0.434,11.5625
Rondae Hollis-Jefferson,TOR,60.0,1122.0,0.533,18.7
Royce O'Neale,UTA,71.0,2049.0,0.578,28.859154929577464
Rudy Gay,SAS,67.0,1461.0,0.553,21.80597014925373
Rudy Gobert,UTA,68.0,2333.0,0.699,34.30882352941177
Rui Hachimura,WAS,48.0,1444.0,0.535,30.083333333333332
Russell Westbrook,HOU,57.0,2049.0,0.536,35.94736842105263
Ryan Anderson,HOU,2.0,14.0,0.357,7.0
Ryan Arcidiacono,CHI,58.0,930.0,0.551,16.03448275862069
Ryan Broekhoff,DAL,17.0,180.0,0.568,10.588235294117647
Sekou Doumbouya,DET,38.0,754.0,0.474,19.842105263157894
Semi Ojeleye,BOS,69.0,1011.0,0.562,14.652173913043478
Serge Ibaka,TOR,55.0,1485.0,0.583,27.0
Seth Curry,DAL,64.0,1576.0,0.643,24.625
Shabazz Napier,2TM,56.0,1344.0,0.552,24.0
Shai Gilgeous-Alexander,OKC,70.0,2428.0,0.568,34.68571428571428
Shake Milton,PHI,40.0,805.0,0.617,20.125
Shamorie Ponds,TOR,4.0,11.0,0.765,2.75
Shaquille Harrison,CHI,43.0,484.0,0.559,11.255813953488373
Sindarius Thornwell,NOP,2.0,35.0,0.627,17.5
Skal Labissière,POR,33.0,567.0,0.588,17.181818181818183
Solomon Hill,2TM,59.0,1088.0,0.535,18.440677966101696
Spencer Dinwiddie,BRK,64.0,1994.0,0.541,31.15625
Stanley Johnson,TOR,25.0,150.0,0.454,6.0
Stanton Kidd,UTA,4.0,15.0,0.0,3.75
Stephen Curry,GSW,5.0,139.0,0.557,27.8
Sterling Brown,MIL,52.0,767.0,0.486,14.75
Steven Adams,OKC,63.0,1680.0,0.604,26.666666666666668
Svi Mykhailiuk,DET,56.0,1265.0,0.578,22.589285714285715
T.J. Leaf,IND,28.0,222.0,0.451,7.928571428571429
T.J. McConnell,IND,71.0,1326.0,0.54,18.676056338028168
T.J. Warren,IND,67.0,2202.0,0.61,32.865671641791046
Tacko Fall,BOS,7.0,33.0,0.751,4.714285714285714
Taj Gibson,NYK,62.0,1025.0,0.61,16.532258064516128
Talen Horton-Tucker,LAL,6.0,81.0,0.535,13.5
Tariq Owens,PHO,3.0,15.0,0.34,5.0
Taurean Prince,BRK,64.0,1857.0,0.497,29.015625
Terance Mann,LAC,41.0,362.0,0.545,8.829268292682928
Terence Davis,TOR,72.0,1209.0,0.588,16.791666666666668
Terrance Ferguson,OKC,56.0,1257.0,0.481,22.446428571428573
Terrence Ross,ORL,69.0,1889.0,0.548,27.3768115942029
Terry Rozier,CHO,63.0,2164.0,0.553,34.34920634920635
Thabo Sefolosha,HOU,41.0,436.0,0.487,10.634146341463415
Thaddeus Young,CHI,64.0,1591.0,0.521,24.859375
Thanasis Antetokounmpo,MIL,20.0,129.0,0.496,6.45
Theo Pinson,BRK,33.0,365.0,0.37,11.06060606060606
Thomas Bryant,WAS,46.0,1147.0,0.649,24.934782608695652
Thon Maker,DET,60.0,776.0,0.582,12.933333333333334
Tim Frazier,DET,27.0,355.0,0.464,13.148148148148149
Tim Hardaway Jr.,DAL,71.0,2091.0,0.581,29.450704225352112
Timothé Luwawu-Cabarrot,BRK,47.0,853.0,0.599,18.148936170212767
Tobias Harris,PHI,72.0,2469.0,0.556,34.291666666666664
Tomáš Satoranský,CHI,65.0,1878.0,0.533,28.892307692307693
Tony Bradley,UTA,58.0,663.0,0.681,11.431034482758621
Tony Snell,DET,59.0,1641.0,0.598,27.8135593220339
Torrey Craig,DEN,58.0,1072.0,0.553,18.482758620689655
Trae Young,ATL,60.0,2120.0,0.595,35.333333333333336
Tremont Waters,BOS,11.0,119.0,0.381,10.818181818181818
Treveon Graham,2TM,55.0,929.0,0.456,16.89090909090909
Trevor Ariza,2TM,53.0,1493.0,0.593,28.169811320754718
Trey Burke,2TM,33.0,520.0,0.548,15.757575757575758
Trey Lyles,SAS,63.0,1271.0,0.557,20.174603174603174
Tristan Thompson,CLE,57.0,1721.0,0.54,30.19298245614035
Troy Brown Jr.,WAS,69.0,1782.0,0.524,25.82608695652174
Troy Daniels,2TM,47.0,532.0,0.518,11.319148936170214
Ty Jerome,PHO,31.0,328.0,0.425,10.580645161290322
Tyler Cook,2TM,13.0,54.0,0.741,4.153846153846154
Tyler Herro,MIA,55.0,1508.0,0.55,27.418181818181818
Tyler Johnson,2TM,39.0,709.0,0.504,18.17948717948718
Tyler Zeller,SAS,2.0,4.0,0.25,2.0
Tyrone Wallace,ATL,14.0,160.0,0.389,11.428571428571429
Tyson Chandler,HOU,26.0,219.0,0.717,8.423076923076923
Tyus Jones,MEM,65.0,1232.0,0.532,18.953846153846154
Udonis Haslem,MIA,4.0,44.0,0.47,11.0
Vic Law,ORL,8.0,62.0,0.363,7.75
Victor Oladipo,IND,19.0,528.0,0.506,27.789473684210527
Vince Carter,ATL,60.0,876.0,0.47,14.6
Vincent Poirier,BOS,22.0,130.0,0.525,5.909090909090909
Vlatko Čančar,DEN,14.0,45.0,0.507,3.2142857142857144
Wayne Ellington,NYK,36.0,558.0,0.509,15.5
Wendell Carter Jr.,CHI,43.0,1256.0,0.59,29.209302325581394
Wenyen Gabriel,2TM,30.0,235.0,0.546,7.833333333333333
Wes Iwundu,ORL,52.0,953.0,0.544,18.326923076923077
Wesley Matthews,MIL,67.0,1635.0,0.547,24.402985074626866
Will Barton,DEN,58.0,1916.0,0.549,33.03448275862069
William Howard,HOU,2.0,13.0,0.0,6.5
Willie Cauley-Stein,2TM,54.0,1097.0,0.589,20.314814814814813
Willy Hernangómez,CHO,31.0,375.0,0.576,12.096774193548388
Wilson Chandler,BRK,35.0,734.0,0.531,20.97142857142857
Yogi Ferrell,SAC,50.0,530.0,0.528,10.6
Yuta Watanabe,MEM,18.0,105.0,0.48,5.833333333333333
Zach Collins,POR,11.0,290.0,0.538,26.363636363636363
Zach LaVine,CHI,60.0,2085.0,0.568,34.75
Zach Norvell,2TM,5.0,41.0,0.402,8.2
Zhaire Smith,PHI,7.0,32.0,0.313,4.571428571428571
Zion Williamson,NOP,24.0,668.0,0.616,27.833333333333332
Zylan Cheatham,NOP,4.0,51.0,0.667,12.75
